kind,id,name,context,go_verdict,classic_verdict,spell_chain,server_values,server_values_not_in_go,go_numbers,go_locations,server_values_not_in_classic,classic_tooltip_numbers,server_description,classic_tooltip_text,module_files
set,783,Blessed Garb of the Undead Slayer,2 pieces,review Go locations,manual: no numeric values (scripted spell),57943,,,,sim/common/wotlk/item_sets.go:149,,1,Increases your damage against undead by $s1%.,Increased Damage 1 Increases your damage against undead by 1%.,
set,783,Blessed Garb of the Undead Slayer,3 pieces,review Go locations,match,29068,29068 effect1=2,,,sim/common/wotlk/item_sets.go:149,,2,Increases your damage against undead by $s1%.,Increased Damage 2 Increases your damage against undead by 2%.,
set,783,Blessed Garb of the Undead Slayer,4 pieces,review Go locations,match,57944,57944 effect1=3,,,sim/common/wotlk/item_sets.go:149,,3,Increases your damage against undead by $s1%.,Increased Damage 3 Increases your damage against undead by 3%.,
set,781,Blessed Regalia of Undead Cleansing,2 pieces,review Go locations,manual: no numeric values (scripted spell),57943,,,,sim/common/wotlk/item_sets.go:148,,1,Increases your damage against undead by $s1%.,Increased Damage 1 Increases your damage against undead by 1%.,
set,781,Blessed Regalia of Undead Cleansing,3 pieces,review Go locations,match,29068,29068 effect1=2,,,sim/common/wotlk/item_sets.go:148,,2,Increases your damage against undead by $s1%.,Increased Damage 2 Increases your damage against undead by 2%.,
set,781,Blessed Regalia of Undead Cleansing,4 pieces,review Go locations,match,57944,57944 effect1=3,,,sim/common/wotlk/item_sets.go:148,,3,Increases your damage against undead by $s1%.,Increased Damage 3 Increases your damage against undead by 3%.,
set,883,Bloodmage's Regalia,4 pieces,review Go locations,match,70748 > 70747,70747 effect1=18; 70747 duration=30,,2 4 30 1.18,sim/mage/items.go:94 sim/mage/items.go:106 sim/mage/mirror_image.go:15,,10 4 18 30 1 18,Your Mirror Image ability also causes you to deal $70747s1% additional damage for $70747d.,Item - Mage T10 4P Bonus Requires Mage Your Mirror Image ability also causes you to deal 18% additional damage for 30 sec.,
set,883,Bloodmage's Regalia,2 pieces,review Go locations,differs,70752,70752 effect1=15,,2 4 70748 30 1.18,sim/mage/items.go:94 sim/mage/items.go:106 sim/mage/mirror_image.go:15,70752 effect1=15,10 2 12 5,"Your Hot Streak, Missile Barrage, and Brain Freeze talents also grant you $70753s1% haste for $70753d when the effect of the talent is consumed.","Item - Mage T10 2P Bonus Requires Mage Your Hot Streak, Missile Barrage, and Brain Freeze talents also grant you 12% haste for 5 sec when the effect of the talent is consumed.",
set,801,Bonescythe Battlegear,2 pieces,review Go locations,match,60162,60162 effect1=10,,2 4 0.1 0 0.95,sim/rogue/items.go:122 sim/rogue/rupture.go:44 sim/rogue/talents.go:99,,10,Increases the damage dealt by your Rupture by $s1%.,Increase Rupture Damage Requires Rogue Increases the damage dealt by your Rupture by 10%.,
set,801,Bonescythe Battlegear,4 pieces,review Go locations,match,60163,60163 effect1=5,,2 4 0.1 0 0.95,sim/rogue/items.go:122 sim/rogue/rupture.go:44 sim/rogue/talents.go:99,,5,Reduces the Energy cost of your Combo Moves by $s1%.,Cheaper Combo Moves Requires Rogue Reduces the Energy cost of your Combo Moves by 5%.,
set,754,Borean Embrace,2 pieces,not in sim Go,match,51273,51273 effect1=15,,,,,15,Increases your crit rating by $s1.,Increased Crit 15 Increases your crit rating by 15.,
set,754,Borean Embrace,4 pieces,not in sim Go,match,51274,51274 effect1=30,,,,,15 30,Increases your attack power by $s1.,Increased Attack Power 15 Increases your attack power by 30.,
set,582,Gladiator's Aegis,4 pieces,not in sim Go,differs,61776,61776 effect1=1000,,,,61776 effect1=1000,1,Reduces the cooldown of your Judgements by $/1000;s1 sec.,Judgement Cooldown Reduction Requires Paladin Reduces the cooldown of your Judgements by 1 sec.,
set,582,Gladiator's Aegis,2 pieces,not in sim Go,match,40044,40044 effect1=35,,,,,35,+$s1 Resilience Rating.,Increased Resilience 35 +35 Resilience Rating.,
set,567,Gladiator's Battlegear,4 pieces,not in sim Go,differs,22738,22738 effect1=5000,,,,22738 effect1=5000,1 5,Reduces the cooldown of your Intercept ability by $/1000;s1 sec.,Intercept Cooldown Reduction Rank 1 Requires Warrior Reduces the cooldown of your Intercept ability by 5 sec.,
set,567,Gladiator's Battlegear,2 pieces,not in sim Go,match,32145,32145 effect1=35,,,,,35,+$s1 Resilience Rating.,Increased Resilience 35 +35 Resilience Rating.,
set,568,Gladiator's Dreadgear,2 pieces,not in sim Go,match,40042,40042 effect1=35,,,,,35,+$s1 Resilience Rating.,Increased Resilience 35 +35 Resilience Rating.,
set,568,Gladiator's Dreadgear,4 pieces,not in sim Go,differs,23047,23047 effect1=200; 23047 effect2=200,,,,23047 effect1=200; 23047 effect2=200,0.2,Reduces the casting time of your Fear spell by ${$m1/-1000}.1 sec.,Fear Cast Time Reduction Requires Warlock Reduces the casting time of your Fear spell by 0.2 sec.,
set,760,Gladiator's Dreadplate,2 pieces,not in sim Go,match,40044,40044 effect1=35,,,,,35,+$s1 Resilience Rating.,Increased Resilience 35 +35 Resilience Rating.,
set,578,Gladiator's Earthshaker,4 pieces,not in sim Go,differs,33018,33018 effect1=2000,,,,33018 effect1=2000,1 2,Reduces the cooldown of your Stormstrike ability by $/1000;s1 sec.,Shaman Stormstrike Cooldown Reduction Rank 1 Requires Shaman Reduces the cooldown of your Stormstrike ability by 2 sec.,
set,578,Gladiator's Earthshaker,2 pieces,not in sim Go,match,32145,32145 effect1=35,,,,,35,+$s1 Resilience Rating.,Increased Resilience 35 +35 Resilience Rating.,
set,615,Gladiator's Felshroud,2 pieces,not in sim Go,match,40053,40053 effect1=35,,,,,35,+$s1 Resilience Rating.,Increased Resilience 35 +35 Resilience Rating.,
set,615,Gladiator's Felshroud,4 pieces,not in sim Go,differs,23047,23047 effect1=200; 23047 effect2=200,,,,23047 effect1=200; 23047 effect2=200,0.2,Reduces the casting time of your Fear spell by ${$m1/-1000}.1 sec.,Fear Cast Time Reduction Requires Warlock Reduces the casting time of your Fear spell by 0.2 sec.,
set,687,Gladiator's Investiture,4 pieces,not in sim Go,differs,33333,33333 effect1=2000,,,,33333 effect1=2000,2,Reduces the duration of the Weakened Soul effect caused by your Power Word: Shield by $/1000;s1 sec.,Weakened Soul Reduction Requires Priest Reduces the duration of the Weakened Soul effect caused by your Power Word: Shield by 2 sec.,
set,687,Gladiator's Investiture,2 pieces,not in sim Go,match,40043,40043 effect1=35,,,,,35,+$s1 Resilience Rating.,Increased Resilience 35 +35 Resilience Rating.,
set,586,Gladiator's Pursuit,2 pieces,not in sim Go,match,32145,32145 effect1=35,,,,,35,+$s1 Resilience Rating.,Increased Resilience 35 +35 Resilience Rating.,
set,586,Gladiator's Pursuit,4 pieces,not in sim Go,differs,44292,44292 effect1=1000,,,,44292 effect1=1000,1,Reduces the cooldown of your Multi-Shot ability by ${$m1/-1000} sec.,Improved Multi-Shot Requires Hunter Reduces the cooldown of your Multi-Shot ability by 1 sec.,
set,581,Gladiator's Raiment,2 pieces,not in sim Go,match,40042,40042 effect1=35,,,,,35,+$s1 Resilience Rating.,Increased Resilience 35 +35 Resilience Rating.,
set,581,Gladiator's Raiment,4 pieces,not in sim Go,differs,33333,33333 effect1=2000,,,,33333 effect1=2000,2,Reduces the duration of the Weakened Soul effect caused by your Power Word: Shield by $/1000;s1 sec.,Weakened Soul Reduction Requires Priest Reduces the duration of the Weakened Soul effect caused by your Power Word: Shield by 2 sec.,
set,690,Gladiator's Redemption,2 pieces,not in sim Go,match,40043,40043 effect1=35,,,,,35,+$s1 Resilience Rating.,Increased Resilience 35 +35 Resilience Rating.,
set,690,Gladiator's Redemption,4 pieces,not in sim Go,match,46851,46851 effect1=10,,,,,10,Increases the effective spell power of your Holy Shock when used as a healing spell by $m%.,Holy Shock Bonus Requires Paladin Increases the effective spell power of your Holy Shock when used as a healing spell by 10%.,
set,685,Gladiator's Refuge,2 pieces,not in sim Go,match,40043,40043 effect1=35,,,,,35,+$s1 Resilience Rating.,Increased Resilience 35 +35 Resilience Rating.,
set,685,Gladiator's Refuge,4 pieces,not in sim Go,differs,46834,46834 effect1=200; 46834 proc chance=15,,,,46834 effect1=200,0.2 15,The casting time on your Regrowth spell is reduced by ${$m1/-1000}.2 sec.,"Restoration Regrowth Bonus Requires Druid The casting time on your Regrowth spell is reduced by 0.20 sec. (Proc chance: 15%, 15s cooldown)",
set,579,Gladiator's Regalia,2 pieces,not in sim Go,match,40042,40042 effect1=35,,,,,35,+$s1 Resilience Rating.,Increased Resilience 35 +35 Resilience Rating.,
set,579,Gladiator's Regalia,4 pieces,not in sim Go,differs,44302,44302 effect1=150,,,,44302 effect1=150,0.15,Reduces the casting time of your Polymorph spell by ${$m1/-1000}.2 sec.,Improved Polymorph Requires Mage Reduces the casting time of your Polymorph spell by 0.15 sec.,
set,584,Gladiator's Sanctuary,2 pieces,not in sim Go,match,32145,32145 effect1=35,,,,,35,+$s1 Resilience Rating.,Increased Resilience 35 +35 Resilience Rating.,
set,584,Gladiator's Sanctuary,4 pieces,not in sim Go,match,23218,23218 effect1=15,,,,,15,"Increases your movement speed by $s1% while in Bear Form, Cat Form, or Travel Form.  Only active outdoors.","Feral Move Speed Increase Requires Druid Requires Cat Form, Travel Form, Bear Form, Dire Bear Form Increases your movement speed by 15% while in Bear Form, Cat Form, or Travel Form. Only active outdoors.",
set,580,Gladiator's Thunderfist,2 pieces,not in sim Go,match,40042,40042 effect1=35,,,,,35,+$s1 Resilience Rating.,Increased Resilience 35 +35 Resilience Rating.,
set,580,Gladiator's Thunderfist,4 pieces,not in sim Go,differs,44299,44299 effect1=1500,,,,44299 effect1=1500,1.5,Reduces the cooldown of your Grounding Totem ability by ${$m1/-1000}.1 sec.,Improved Grounding Totem Requires Shaman Reduces the cooldown of your Grounding Totem ability by 1.5 sec.,
set,577,Gladiator's Vestments,2 pieces,not in sim Go,match,32145,32145 effect1=35,,,,,35,+$s1 Resilience Rating.,Increased Resilience 35 +35 Resilience Rating.,
set,577,Gladiator's Vestments,4 pieces,not in sim Go,match,21975,21975 effect1=10,,,,,10,Increases your maximum Energy by $s1.,Vigor Increases your maximum Energy by 10.,
set,583,Gladiator's Vindication,2 pieces,not in sim Go,match,32145,32145 effect1=35,,,,,35,+$s1 Resilience Rating.,Increased Resilience 35 +35 Resilience Rating.,
set,583,Gladiator's Vindication,4 pieces,not in sim Go,differs,61776,61776 effect1=1000,,,,61776 effect1=1000,1,Reduces the cooldown of your Judgements by $/1000;s1 sec.,Judgement Cooldown Reduction Requires Paladin Reduces the cooldown of your Judgements by 1 sec.,
set,686,Gladiator's Wartide,4 pieces,not in sim Go,differs,44299,44299 effect1=1500,,,,44299 effect1=1500,1.5,Reduces the cooldown of your Grounding Totem ability by ${$m1/-1000}.1 sec.,Improved Grounding Totem Requires Shaman Reduces the cooldown of your Grounding Totem ability by 1.5 sec.,
set,686,Gladiator's Wartide,2 pieces,not in sim Go,match,40043,40043 effect1=35,,,,,35,+$s1 Resilience Rating.,Increased Resilience 35 +35 Resilience Rating.,
set,585,Gladiator's Wildhide,2 pieces,not in sim Go,match,40042,40042 effect1=35,,,,,35,+$s1 Resilience Rating.,Increased Resilience 35 +35 Resilience Rating.,
set,585,Gladiator's Wildhide,4 pieces,not in sim Go,differs,46832 > 46833,46832 proc chance=15; 46832 proc cooldown=15; 46833 effect1=1500; 46833 duration=15,,,,46833 effect1=1500,1.5 15 1.5,Your Wrath casts have a chance to reduce the cast time on your next Starfire by 1.5 sec.,"Moonkin Starfire Bonus Requires Druid Your Wrath casts have a chance to reduce the cast time on your next Starfire by 1.5 sec. (Proc chance: 15%, 15s cooldown)",
set,885,Crimson Acolyte's Raiment,4 pieces,review Go locations,match,70798,70798 effect1=5; 70798 effect2=10,,2 70770 1 0 0.07 0.14 0.2 3 0.33 4 1.1 1.05,sim/priest/items.go:150 sim/priest/circle_of_healing.go:44 sim/priest/power_word_shield.go:55 sim/priest/power_word_shield.go:102,,10 4 5 10,Increases the effect of Power Word: Shield by $s1% and Circle of Healing by $s2%.,Item - Priest T10 Healer 4P Bonus Requires Priest Increases the effect of Power Word: Shield by 5% and Circle of Healing by 10%.,
set,885,Crimson Acolyte's Raiment,2 pieces,review Go locations,match,70770,70770 effect1=33; 70770 proc chance=33,,2 1 0 0.07 0.14 0.2 3 0.33 4 1.1 1.05,sim/priest/items.go:150 sim/priest/circle_of_healing.go:44 sim/priest/power_word_shield.go:55 sim/priest/power_word_shield.go:102,,10 2 33 9 33,Your Flash Heal has a $h% chance to cause the target to heal for $s1% of the healed amount over $70809d.,Item - Priest T10 Healer 2P Bonus Requires Priest Your Flash Heal has a 33% chance to cause the target to heal for 33% of the healed amount over 9 sec. (Proc chance: 33%),
set,886,Crimson Acolyte's Regalia,4 pieces,review Go locations,differs,70801,70801 effect1=510; 70801 effect2=170,,2 4 5 0 0.17 170,sim/priest/items.go:138 sim/priest/devouring_plague.go:28 sim/priest/devouring_plague.go:67 sim/priest/mind_flay.go:70 sim/priest/set_bonuses.go:11 sim/priest/set_bonuses.go:12 sim/priest/shadow_word_pain.go:39 sim/priest/vampiric_touch.go:30,70801 effect1=510; 70801 effect2=170,10 4 0.5 0.17,Reduces the channel duration by ${$m1/-1000}.1 sec and period by ${$m1/-3000}.2 sec on your Mind Flay spell.,Item - Priest T10 Shadow 4P Bonus Requires Priest Reduces the channel duration by 0.5 sec and period by 0.17 sec on your Mind Flay spell.,
set,886,Crimson Acolyte's Regalia,2 pieces,review Go locations,match,70800,70800 effect1=5,,2 4 5 0 0.17 170,sim/priest/items.go:138 sim/priest/devouring_plague.go:28 sim/priest/devouring_plague.go:67 sim/priest/mind_flay.go:70 sim/priest/set_bonuses.go:11 sim/priest/set_bonuses.go:12 sim/priest/shadow_word_pain.go:39 sim/priest/vampiric_touch.go:30,,10 2 5,"The critical strike chance of your Shadow Word: Pain, Devouring Plague, and Vampiric Touch spells is increased by $s1%.","Item - Priest T10 Shadow 2P Bonus Requires Priest The critical strike chance of your Shadow Word: Pain, Devouring Plague, and Vampiric Touch spells is increased by 5%.",
set,794,Cryptstalker Battlegear,2 pieces,review Go locations,manual: no numeric values (scripted spell),60143 > 18350,,,2 1.05 4,sim/hunter/wotlk_items.go:34 sim/hunter/aspects.go:86,,5,Your pet deals an additional 5% damage.,Kill Command Pet Boost Requires Rogue Your pet deals an additional 5% damage.,
set,794,Cryptstalker Battlegear,4 pieces,review Go locations,match,60144,60144 effect1=20,,2 1.05 4,sim/hunter/wotlk_items.go:34 sim/hunter/aspects.go:86,,20,Your ranged attack speed is increased by $s1% while Aspect of the Viper is active.,Viper Attack Speed Requires Hunter Your ranged attack speed is increased by 20% while Aspect of the Viper is active.,
set,884,Dark Coven's Regalia,4 pieces,review Go locations,match,70841 > 70840,70841 proc chance=15; 70840 effect1=10; 70840 duration=10,,2 4 10 1.1 0.15 5 0,sim/warlock/items.go:132 sim/warlock/corruption.go:32 sim/warlock/incinerate.go:34 sim/warlock/shadowbolt.go:42 sim/warlock/soul_fire.go:30,,10 4 15 10 15 100 1 10,"Each time your Immolate and Unstable Affliction spells deal periodic damage, you have a $h% chance to gain $70840s1% damage done by you and your pet for $70840d.","Item - Warlock T10 4P Bonus Requires Warlock Each time your Immolate and Unstable Affliction spells deal periodic damage, you have a 15% chance to gain 10% damage done by you and your pet for 10 sec. (Proc chance: 15%)",
set,884,Dark Coven's Regalia,2 pieces,review Go locations,match,70839,70839 effect1=5,,2 4 70840 10 1.1 0.15 5 0,sim/warlock/items.go:132 sim/warlock/corruption.go:32 sim/warlock/incinerate.go:34 sim/warlock/shadowbolt.go:42 sim/warlock/soul_fire.go:30,,10 2 5,"The critical strike chance of your Shadowbolt, Incinerate, Soulfire, and Corruption spells is increased by $s1%.","Item - Warlock T10 2P Bonus Requires Warlock The critical strike chance of your Shadowbolt, Incinerate, Soulfire, and Corruption spells is increased by 5%.",
set,834,Darkruned Battlegear,2 pieces,review Go locations,match,64735,64735 effect1=8,,2 4 1.2 8 0,sim/deathknight/items.go:58 sim/deathknight/diseases.go:58 sim/deathknight/items.go:72,,8 2 8,Increases the critical strike chance of Death Coil and Frost Strike by $s1%.,Item - Death Knight T8 Melee 2P Bonus Requires Death Knight Increases the critical strike chance of Death Coil and Frost Strike by 8%.,
set,834,Darkruned Battlegear,4 pieces,review Go locations,match,64736,64736 effect1=20,,2 4 1.2 8 0,sim/deathknight/items.go:58 sim/deathknight/diseases.go:58 sim/deathknight/items.go:72,,8 4 20,"Increases the bonus damage done per disease by $s1% on Blood Strike, Heart Strike, Obliterate, and Scourge Strike.","Item - Death Knight T8 Melee 4P Bonus Requires Death Knight Increases the bonus damage done per disease by 20% on Blood Strike, Heart Strike, Obliterate, and Scourge Strike.",
set,835,Darkruned Plate,2 pieces,review Go locations,match,64744,64744 effect1=10,,2 4 1.1 1 0.9,sim/deathknight/items.go:76 sim/deathknight/items.go:89 sim/deathknight/items.go:93,,8 2 10,Increases the damage done by Rune Strike by $s1%.,Item - Death Knight T8 Tank 2P Bonus Requires Death Knight Increases the damage done by Rune Strike by 10%.,
set,835,Darkruned Plate,4 pieces,review Go locations,differs,64745 > 64748,64748 effect1=10; 64748 duration=5,,2 4 1.1 1 0.9,sim/deathknight/items.go:76 sim/deathknight/items.go:89 sim/deathknight/items.go:93,64748 duration=5,8 4 10,Anti-magic shell also grants you $64748s1% reduction to physical damage taken.,Item - Death Knight T8 Tank 4P Bonus Requires Death Knight Anti-magic shell also grants you 10% reduction to physical damage taken.,
set,837,Deathbringer Garb,2 pieces,review Go locations,match,64931,64931 effect1=20; 64931 effect2=10; 64931 effect3=10,,2 4 0.1 0 5 0.2,sim/warlock/items.go:99 sim/warlock/conflagrate.go:48 sim/warlock/immolate.go:41 sim/warlock/incinerate.go:33 sim/warlock/shadowbolt.go:41 sim/warlock/unstable_affliction.go:37,,8 2 20 10,Increases the damage done by your Unstable Affliction by $s1% and your Immolate by $s2%.,Item - Warlock T8 2P Bonus Requires Warlock Increases the damage done by your Unstable Affliction by 20% and your Immolate by 10%.,
set,837,Deathbringer Garb,4 pieces,review Go locations,match,64932,64932 effect1=5,,2 4 0.1 0 5 0.2,sim/warlock/items.go:99 sim/warlock/conflagrate.go:48 sim/warlock/immolate.go:41 sim/warlock/incinerate.go:33 sim/warlock/shadowbolt.go:41 sim/warlock/unstable_affliction.go:37,,8 4 5,Increases the critical strike chance of your Shadow Bolt and Incinerate spells by $s1%.,Item - Warlock T8 4P Bonus Requires Warlock Increases the critical strike chance of your Shadow Bolt and Incinerate spells by 5%.,
set,788,Dreadnaught Battlegear,2 pieces,review Go locations,match,60174,60174 effect1=10,,2 4 61571 30 5 0 0.1,sim/warrior/items.go:122 sim/warrior/slam.go:34,,10,Increases the damage of your Slam by $s1%.,Slam Damage Up Requires Warrior Increases the damage of your Slam by 10%.,
set,788,Dreadnaught Battlegear,4 pieces,review Go locations,differs,60176 > 61571,60176 proc chance=10; 61571 effect1=50; 61571 duration=30,,2 4 30 5 0 0.1,sim/warrior/items.go:122 sim/warrior/slam.go:34,61571 effect1=50; 61571 duration=30,5 10 5,Your Bleed periodic effects have a chance to make your next ability cost 5 less rage.,Bleed Cost Reduction Requires Warrior Your Bleed periodic effects have a chance to make your next ability cost 5 less rage. (Proc chance: 10%),
set,787,Dreadnaught Plate,2 pieces,review Go locations,match,60173,60173 effect1=10,,2 4 0.1 0 3,sim/warrior/items.go:62 sim/warrior/shield_slam.go:55 sim/warrior/shield_wall.go:15,,10,Increases the damage of your Shield Slam by $s1%.,Shield Slam Damage Up Requires Warrior Increases the damage of your Shield Slam by 10%.,
set,787,Dreadnaught Plate,4 pieces,review Go locations,differs,60175,60175 effect1=3000,,2 4 0.1 0 3,sim/warrior/items.go:62 sim/warrior/shield_slam.go:55 sim/warrior/shield_wall.go:15,60175 effect1=3000,3,Increases the duration of your Shield Wall by $/1000;s1 seconds.,Shield Wall Duration Requires Warrior Increases the duration of your Shield Wall by 3 seconds.,
set,798,Dreamwalker Battlegear,2 pieces,review Go locations,differs,60141,60141 effect1=4000; 60141 effect2=5,,2 4 3 0 1.05 1,sim/druid/items.go:264 sim/druid/barkskin.go:17 sim/druid/feral/rotation.go:705 sim/druid/lacerate.go:19 sim/druid/rip.go:13 sim/druid/rip.go:94 sim/druid/tigers_fury.go:15,60141 effect1=4000,4 5,"Your Rip lasts for an additional $/1000;s1 seconds, and your Lacerate deals an additional $s2% damage.","Rip Duration/Lacerate Damage Requires Druid Your Rip lasts for an additional 4 seconds, and your Lacerate deals an additional 5% damage.",
set,798,Dreamwalker Battlegear,4 pieces,review Go locations,differs,60142,60142 effect1=3000; 60142 effect2=3000,,2 4 3 0 1.05 1,sim/druid/items.go:264 sim/druid/barkskin.go:17 sim/druid/feral/rotation.go:705 sim/druid/lacerate.go:19 sim/druid/rip.go:13 sim/druid/rip.go:94 sim/druid/tigers_fury.go:15,60142 effect1=3000; 60142 effect2=3000,3,Increases the duration of Barkskin by $/1000;s1 seconds and decreases the cooldown of Tiger's Fury by $/1000;s2 seconds.,Barkskin Duration Increase Requires Druid Increases the duration of Barkskin by 3 seconds and decreases the cooldown of Tiger's Fury by 3 seconds.,
set,800,Dreamwalker Garb,2 pieces,review Go locations,match,60138,60138 effect1=10,,2 4 0.1 0 5,sim/druid/items.go:36 sim/druid/insect_swarm.go:56 sim/druid/starfire.go:54 sim/druid/wrath.go:37,,10,Your Insect Swarm deals an additional $s1% damage.,Insect Swarm Damage Requires Druid Your Insect Swarm deals an additional 10% damage.,
set,800,Dreamwalker Garb,4 pieces,review Go locations,match,60139,60139 effect1=5,,2 4 0.1 0 5,sim/druid/items.go:36 sim/druid/insect_swarm.go:56 sim/druid/starfire.go:54 sim/druid/wrath.go:37,,5,Your Wrath and Starfire spells gain an additional $s1% critical strike chance.,Wrath/Starfire Crit Requires Druid Your Wrath and Starfire spells gain an additional 5% critical strike chance.,
set,799,Dreamwalker Regalia,2 pieces,not in sim Go,match,60135,60135 effect1=5,,,,,5,The cost of your Lifebloom is reduced by $s1%.,Reduced Lifebloom Cost Requires Druid The cost of your Lifebloom is reduced by 5%.,
set,799,Dreamwalker Regalia,4 pieces,not in sim Go,match,60137,60137 effect1=5,,,,,5,Your Nourish heals an additional $s1% for each of your heal over time effects present on the target.,Nourish Heal Boost Requires Druid Your Nourish heals an additional 5% for each of your heal over time effects present on the target.,
set,764,Duskweaver,2 pieces,not in sim Go,match,55595,55595 effect1=18; 55595 effect2=18,,,,,15 18,Increases your spell power by $s1.,Increase Spell Power 15 Increases your spell power by 18.,
set,764,Duskweaver,4 pieces,not in sim Go,match,55596,55596 effect1=25,,,,,25,Increases your Stamina by $s1.,Increase Stamina 25 Increases your Stamina by 25.,
